ID,Id-Mets-Score,Id-Mets-Rank,All-Mets-Score,All-Mets-Rank
2.3.1.26: Sterol O-acyltransferase,0.3532,619,0.3625,844
2.3.1.28: Chloramphenicol O-acetyltransferase,0.4967,72,0.4507,197
2.3.1.29: Glycine C-acetyltransferase,0.3774,348,0.3083,2271
2.3.1.30: Serine O-acetyltransferase,0.2209,2467,0.2694,3770
2.3.1.31: Homoserine O-acetyltransferase,0.4509,128,0.4106,343
2.3.1.35: Glutamate N-acetyltransferase,0.3311,844,0.2283,6067
2.3.1.36: D-amino-acid N-acetyltransferase,0.3135,1077,0.3541,1061
2.3.1.37: 5-aminolevulinate synthase,0.358,497,0.3599,898
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase,0.208,2549,0.2534,4569
2.3.1.4: Glucosamine-phosphate N-acetyltransferase,0.2645,1932,0.3092,2231
2.3.1.40: Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase,0.369,398,0.3452,1274
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I,0.2733,1773,0.3108,2182
2.3.1.42: Glycerone-phosphate O-acyltransferase,0.3375,767,0.3358,1497
2.3.1.46: Homoserine O-succinyltransferase,0.2945,1410,0.3902,485
2.3.1.47: 8-amino-7-oxononanoate synthase,0.2792,1661,0.2503,4720
2.3.1.48: Histone acetyltransferase,0.3096,1154,0.4511,195
2.3.1.5: Arylamine N-acetyltransferase,0.3848,321,0.4005,404
2.3.1.50: Serine C-palmitoyltransferase,0.3957,282,0.4218,291
2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase,0.2151,2513,0.2616,4126
2.3.1.54: Formate C-acetyltransferase,0.2295,2396,0.2406,5275
2.3.1.57: Diamine N-acetyltransferase,0.348,660,0.3609,873
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase,0.2816,1616,0.2835,3169
2.3.1.7: Carnitine O-acetyltransferase,0.3376,766,0.34,1386
2.3.1.79: Maltose O-acetyltransferase,0.2776,1702,0.2561,4419
2.3.1.8: Phosphate acetyltransferase,0.3243,912,0.3172,1996
2.3.1.81: Aminoglycoside N(3')-acetyltransferase,0.2998,1330,0.2407,5268
2.3.1.82: Aminoglycoside 6'-N-acetyltransferase,0.4664,100,0.4455,214
2.3.1.84: Alcohol O-acetyltransferase,0.3372,772,0.3393,1408
2.3.1.85: Fatty-acid synthase,0.26,2021,0.2498,4748
2.3.1.86: Fatty-acyl-CoA synthase,0.2892,1502,0.2471,4903
2.3.1.87: Aralkylamine N-acetyltransferase,0.3176,995,0.2539,4545
2.3.1.88: Peptide alpha-N-acetyltransferase,0.3759,354,0.3287,1696
2.3.1.89: Tetrahydrodipicolinate N-acetyltransferase,0.3303,852,0.3276,1727
2.3.1.9: Acetyl-CoA C-acetyltransferase,0.2118,2531,0.2304,5919
2.3.1.94: 6-deoxyerythronolide-B synthase,0.2887,1513,0.2444,5069
2.3.1.95: Trihydroxystilbene synthase,0.3739,370,0.1902,8683
2.3.1.97: Glycylpeptide N-tetradecanoyltransferase,0.3555,582,0.3636,798
2.3.1.n2: Phosphate acyltransferase,0.2592,2027,0.2139,7037
2.3.1.n3: Glycerol-3-phosphate acyltransferase (acyl-phosphate transferring),0.4476,135,0.3812,570
2.3.1.n4: 1-acyl-sn-glycerol-3-phosphate acyltransferase,0.2353,2331,0.3219,1866
2.3.1.n5: transferring),0.2403,2272,0.3041,2415
2.3.2.10: UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase,0.3475,668,0.2883,2973
2.3.2.13: Protein-glutamine gamma-glutamyltransferase,0.3464,678,0.337,1464
2.3.2.16: Lipid II:glycine glycyltransferase,0.2716,1798,0.229,6018
2.3.2.17: glycyltransferase,0.2851,1571,0.2539,4546
2.3.2.18: glycyltransferase,0.2971,1369,0.2197,6618
2.3.2.2: Gamma-glutamyltransferase,0.2573,2059,0.3018,2483
2.3.2.23: E2 ubiquitin-conjugating enzyme,0.3375,768,0.3399,1393
2.3.2.3: Lysyltransferase,0.2985,1348,0.238,5435
2.3.2.5: Glutaminyl-peptide cyclotransferase,0.3186,982,0.2019,7852
2.3.2.6: Leucyltransferase,0.2743,1753,0.2586,4278
2.3.2.8: Arginyltransferase,0.3167,1005,0.3077,2295
2.3.3.1: Citrate (Si)-synthase,0.5739,23,0.6642,6
2.3.3.10: Hydroxymethylglutaryl-CoA synthase,0.2721,1785,0.2622,4100
2.3.3.13: 2-isopropylmalate synthase,0.2466,2199,0.3605,881
2.3.3.14: Homocitrate synthase,0.3073,1188,0.3609,874
2.3.3.16: Citrate synthase (unknown stereospecificity),0.3511,640,0.274,3581
2.3.3.5: 2-methylcitrate synthase,0.3736,371,0.3779,608
2.3.3.9: Malate synthase,0.2322,2368,0.3037,2421
2.4.1.1: Glycogen phosphorylase,0.3052,1233,0.3416,1354
2.4.1.10: Levansucrase,0.2935,1425,0.2504,4718
2.4.1.109: Dolichyl-phosphate-mannose--protein mannosyltransferase,0.3217,945,0.2328,5760
2.4.1.11: Glycogen(starch) synthase,0.4513,127,0.425,278
2.4.1.117: Dolichyl-phosphate beta-glucosyltransferase,0.3582,487,0.3595,917
2.4.1.12: Cellulose synthase (UDP-forming),0.2708,1810,0.2265,6176
2.4.1.129: Peptidoglycan glycosyltransferase,0.2716,1799,0.2744,3566
2.4.1.131: GDP-Man:Man(3)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase,0.3581,491,0.3605,882
2.4.1.132: GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase,0.332,829,0.2693,3776
2.4.1.141: N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase,0.3135,1078,0.3541,1062
2.4.1.142: Chitobiosyldiphosphodolichol beta-mannosyltransferase,0.3135,1079,0.3541,1063
2.4.1.147: acetylglucosaminyltransferase,0.3514,636,0.2687,3802
2.4.1.15: Alpha,alpha-trehalose-phosphate synthase (UDP-forming),0.2888,1511,0.3095,2214
2.4.1.157: 1,2-diacylglycerol 3-glucosyltransferase,0.2928,1438,0.2766,3474
2.4.1.16: Chitin synthase,0.3563,568,0.3626,840
2.4.1.166: Raffinose--raffinose alpha-galactosyltransferase,0.2989,1340,0.2493,4783
2.4.1.173: Sterol 3-beta-glucosyltransferase,0.3581,492,0.3574,965
2.4.1.18: 1,4-alpha-glucan branching enzyme,0.3965,279,0.3788,598
2.4.1.180: Lipopolysaccharide N-acetylmannosaminouronosyltransferase,0.2531,2108,0.3485,1220
2.4.1.182: Lipid-A-disaccharide synthase,0.2749,1742,0.2894,2940
2.4.1.186: Glycogenin glucosyltransferase,0.3333,816,0.3393,1406
2.4.1.187: mannosaminyltransferase,0.3094,1158,0.2806,3314
2.4.1.19: Cyclomaltodextrin glucanotransferase,0.195,2573,0.1603,10408
2.4.1.198: Phosphatidylinositol N-acetylglucosaminyltransferase,0.3566,562,0.3625,845
2.4.1.20: Cellobiose phosphorylase,0.4356,156,0.5174,63
2.4.1.21: Starch synthase,0.2385,2305,0.2432,5143
2.4.1.211: 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase,0.5064,60,0.5906,21
2.4.1.212: Hyaluronan synthase,0.3642,440,0.3699,694
2.4.1.216: Trehalose 6-phosphate phosphorylase,0.2899,1484,0.2567,4384
2.4.1.227: acetylglucosaminyltransferase,0.2328,2361,0.2843,3131
2.4.1.230: Kojibiose phosphorylase,0.2976,1359,0.2299,5953
2.4.1.232: Initiation-specific alpha-1,6-mannosyltransferase,0.3135,1080,0.3541,1064
2.4.1.243: 6(G)-fructosyltransferase,0.2966,1381,0.2457,4984
2.4.1.246: Mannosylfructose-phosphate synthase,0.2638,1949,0.2239,6335
2.4.1.25: 4-alpha-glucanotransferase,0.291,1466,0.3529,1115
2.4.1.250: D-inositol-3-phosphate glycosyltransferase,0.3128,1114,0.26,4205
2.4.1.256: glucosyltransferase,0.3544,600,0.3449,1283
2.4.1.257: GDP-Man:Man(2)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase,0.332,830,0.2693,3777
2.4.1.258: Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase,0.3537,615,0.3638,787
2.4.1.259: Dolichyl-P-Man:Man(6)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase,0.3367,780,0.3393,1409
2.4.1.26: DNA alpha-glucosyltransferase,0.2394,2284,0.2174,6766
2.4.1.260: Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase,0.3135,1081,0.3541,1065
2.4.1.261: Dolichyl-P-Man:Man(8)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase,0.3367,781,0.3393,1410
2.4.1.265: glucosyltransferase,0.3577,526,0.3628,829
2.4.1.267: Dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase,0.3543,603,0.3629,825
2.4.1.281: 4-O-beta-D-mannosyl-D-glucose phosphorylase,0.4196,199,0.5345,46
2.4.1.290: acetylgalactosaminyltransferase,0.3377,765,0.3415,1358
2.4.1.291: 4-alpha-N-acetylgalactosaminyltransferase,0.2748,1745,0.3511,1158
2.4.1.292: 1,4-N-acetyl-D-galactosaminyltransferase,0.2744,1750,0.3525,1130
2.4.1.293: GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase,0.2744,1749,0.35,1184
2.4.1.303: galactosyltransferase,0.3319,835,0.239,5367
2.4.1.315: Diglucosyl diacylglycerol synthase (1,6-linking),0.2653,1922,0.2231,6381
2.4.1.319: Beta-1,4-mannooligosaccharide phosphorylase,0.4603,113,0.418,314
2.4.1.325: TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,0.2126,2526,0.3096,2212
2.4.1.33: Mannuronan synthase,0.2786,1680,0.2482,4836
2.4.1.34: 1,3-beta-glucan synthase,0.3556,577,0.3635,807
2.4.1.4: Amylosucrase,0.3493,654,0.3298,1651
2.4.1.41: Polypeptide N-acetylgalactosaminyltransferase,0.3057,1220,0.2505,4715
2.4.1.44: Lipopolysaccharide 3-alpha-galactosyltransferase,0.2934,1427,0.2987,2618
2.4.1.46: Monogalactosyldiacylglycerol synthase,0.3507,645,0.3531,1112
2.4.1.5: Dextransucrase,0.2446,2214,0.2241,6324
2.4.1.52: Poly(glycerol-phosphate) alpha-glucosyltransferase,0.3732,375,0.2875,3012
2.4.1.56: Lipopolysaccharide N-acetylglucosaminyltransferase,0.2905,1477,0.3194,1933
2.4.1.57: Phosphatidylinositol alpha-mannosyltransferase,0.398,276,0.2927,2824
2.4.1.58: Lipopolysaccharide glucosyltransferase I,0.2652,1923,0.2483,4826
2.4.1.64: Alpha,alpha-trehalose phosphorylase,0.3297,857,0.2636,4029
2.4.1.69: Galactoside 2-alpha-L-fucosyltransferase,0.3614,459,0.3114,2165
2.4.1.7: Sucrose phosphorylase,0.3409,724,0.3617,863
2.4.1.73: Lipopolysaccharide glucosyltransferase II,0.2602,2018,0.2365,5541
2.4.1.8: Maltose phosphorylase,0.3886,308,0.3005,2533
2.4.1.80: Ceramide glucosyltransferase,0.3316,838,0.2466,4930
2.4.1.83: Dolichyl-phosphate beta-D-mannosyltransferase,0.3091,1161,0.3246,1799
2.4.1.87: N-acetyllactosaminide 3-alpha-galactosyltransferase,0.4268,178,0.3284,1706
2.4.1.90: N-acetyllactosamine synthase,0.2887,1514,0.2624,4087
2.4.2.1: Purine-nucleoside phosphorylase,0.2304,2383,0.2594,4227
2.4.2.10: Orotate phosphoribosyltransferase,0.2537,2100,0.3261,1765
2.4.2.11: Transferred entry: 6.3.4.21,0.3207,951,0.236,5570
2.4.2.12: Nicotinamide phosphoribosyltransferase,0.3571,550,0.3201,1910
2.4.2.14: Amidophosphoribosyltransferase,0.2667,1894,0.3952,435
2.4.2.17: ATP phosphoribosyltransferase,0.3191,974,0.4208,296
2.4.2.18: Anthranilate phosphoribosyltransferase,0.2643,1942,0.364,781
2.4.2.19: Nicotinate-nucleotide diphosphorylase (carboxylating),0.4034,258,0.3944,448
2.4.2.2: Pyrimidine-nucleoside phosphorylase,0.3586,479,0.3536,1104
2.4.2.21: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,0.2921,1448,0.2883,2974
2.4.2.22: Xanthine phosphoribosyltransferase,0.2627,1974,0.2824,3217
2.4.2.26: Protein xylosyltransferase,0.3029,1272,0.2378,5451
2.4.2.28: S-methyl-5'-thioadenosine phosphorylase,0.3731,377,0.4307,251
2.4.2.29: tRNA-guanine(34) transglycosylase,0.2552,2082,0.3171,2000
2.4.2.3: Uridine phosphorylase,0.3016,1295,0.2912,2869
2.4.2.31: NAD(+)--protein-arginine ADP-ribosyltransferase,0.3657,428,0.2785,3383
2.4.2.4: Thymidine phosphorylase,0.265,1926,0.2386,5396
2.4.2.43: Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase,0.2286,2405,0.342,1348
2.4.2.44: S-methyl-5'-thioinosine phosphorylase,0.2588,2040,0.2166,6826
2.4.2.48: tRNA-guanine(15) transglycosylase,0.3637,447,0.3253,1779
2.4.2.52: Triphosphoribosyl-dephospho-CoA synthase,0.287,1537,0.2558,4445
2.4.2.53: Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,0.2508,2136,0.3495,1200
2.4.2.57: AMP phosphorylase,0.2894,1496,0.2338,5701
2.4.2.6: Nucleoside deoxyribosyltransferase,0.3093,1160,0.3004,2538
2.4.2.7: Adenine phosphoribosyltransferase,0.2932,1431,0.3559,998
2.4.2.8: Hypoxanthine phosphoribosyltransferase,0.2788,1673,0.2434,5131
2.4.2.9: Uracil phosphoribosyltransferase,0.2124,2528,0.2199,6599
2.4.99.12: Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,0.2859,1559,0.3723,661
2.4.99.13: (Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,0.286,1557,0.3723,662
2.4.99.16: Starch synthase (maltosyl-transferring),0.2655,1919,0.3455,1269
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase,0.2564,2069,0.3731,650
2.4.99.18: Dolichyl-diphosphooligosaccharide--protein glycotransferase,0.3804,338,0.3438,1314
2.4.99.19: Undecaprenyl-diphosphooligosaccharide--protein glycotransferase,0.2925,1442,0.3598,900
2.5.1.1: Dimethylallyltranstransferase,0.2696,1827,0.2858,3079
2.5.1.10: (2E,6E)-farnesyl diphosphate synthase,0.3121,1120,0.3133,2111
2.5.1.101: N,N'-diacetyllegionaminate synthase,0.4332,160,0.331,1621
2.5.1.114: tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase,0.3621,455,0.3452,1277
2.5.1.120: Aminodeoxyfutalosine synthase,0.3819,334,0.3265,1755
2.5.1.15: Dihydropteroate synthase,0.2383,2306,0.2169,6810
2.5.1.16: Spermidine synthase,0.2181,2486,0.254,4540
2.5.1.17: Cob(I)yrinic acid a,c-diamide adenosyltransferase,0.263,1964,0.2356,5594
2.5.1.18: Glutathione transferase,0.307,1196,0.4161,321
2.5.1.19: 3-phosphoshikimate 1-carboxyvinyltransferase,0.278,1698,0.3345,1530
2.5.1.2: Thiamine pyridinylase,0.3134,1107,0.276,3491
2.5.1.21: Squalene synthase,0.3789,344,0.2681,3831
2.5.1.22: Spermine synthase,0.3566,560,0.3528,1121
2.5.1.26: Alkylglycerone-phosphate synthase,0.3083,1168,0.2653,3956
2.5.1.29: Geranylgeranyl diphosphate synthase,0.2498,2149,0.2581,4305
2.5.1.3: Thiamine-phosphate diphosphorylase,0.305,1239,0.3383,1435
2.5.1.30: Heptaprenyl diphosphate synthase,0.4497,130,0.3881,503
2.5.1.31: diphosphate specific),0.2983,1350,0.2855,3085
2.5.1.32: 15-cis-phytoene synthase,0.2338,2347,0.2072,7502
2.5.1.39: 4-hydroxybenzoate polyprenyltransferase,0.4166,211,0.3653,759
2.5.1.41: Phosphoglycerol geranylgeranyltransferase,0.3592,473,0.3245,1801
2.5.1.42: Geranylgeranylglycerol-phosphate geranylgeranyltransferase,0.3642,442,0.3277,1725
2.5.1.44: Homospermidine synthase,0.2614,1994,0.2155,6910
2.5.1.46: Deoxyhypusine synthase,0.3648,434,0.3302,1642
2.5.1.47: Cysteine synthase,0.2388,2301,0.2826,3204
2.5.1.48: Cystathionine gamma-synthase,0.2237,2448,0.226,6211
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase,0.3446,695,0.5729,27
2.5.1.52: L-mimosine synthase,0.3505,648,0.2709,3708
2.5.1.54: 3-deoxy-7-phosphoheptulonate synthase,0.2169,2494,0.2741,3576
2.5.1.55: 3-deoxy-8-phosphooctulonate synthase,0.2259,2430,0.2252,6254
2.5.1.56: N-acetylneuraminate synthase,0.3517,631,0.3717,670
2.5.1.57: N-acylneuraminate-9-phosphate synthase,0.3056,1221,0.2827,3197
2.5.1.58: Protein farnesyltransferase,0.3583,484,0.3621,852
2.5.1.59: Protein geranylgeranyltransferase type I,0.3541,607,0.3633,815
2.5.1.6: Methionine adenosyltransferase,0.2482,2172,0.3332,1575
2.5.1.60: Protein geranylgeranyltransferase type II,0.3135,1082,0.3541,1066
2.5.1.61: Hydroxymethylbilane synthase,0.2671,1885,0.2572,4355
2.5.1.64: Transferred entry: 2.2.1.9 and 4.2.99.20,0.2086,2545,0.2041,7701
2.5.1.7: UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.2307,2379,0.3182,1966
2.5.1.72: Quinolinate synthase,0.4426,143,0.4612,166
2.5.1.74: 1,4-dihydroxy-2-naphthoate polyprenyltransferase,0.3572,546,0.3635,808
2.5.1.75: tRNA dimethylallyltransferase,0.2439,2222,0.3555,1007
2.5.1.77: 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase,0.365,433,0.3278,1720
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase,0.2701,1819,0.2779,3417
2.5.1.87: diphosphate specific),0.3135,1083,0.3541,1067
2.5.1.89: diphosphate specific),0.3658,427,0.321,1890
2.5.1.9: Riboflavin synthase,0.3009,1316,0.2956,2722
2.5.1.90: All-trans-octaprenyl-diphosphate synthase,0.2893,1499,0.3611,872
2.5.1.96: 4,4'-diapophytoene synthase,0.2395,2282,0.1828,9230
2.5.1.97: Pseudaminic acid synthase,0.2112,2537,0.2562,4411
2.5.1.n9: Heptaprenylglyceryl phosphate synthase,0.2673,1881,0.2411,5245
2.6.1.1: Aspartate transaminase,0.2779,1699,0.2974,2664
2.6.1.107: Beta-methylphenylalanine transaminase,0.2276,2419,0.317,2005
2.6.1.11: Acetylornithine transaminase,0.2452,2209,0.3317,1605
2.6.1.13: Ornithine aminotransferase,0.2975,1364,0.2907,2887
2.6.1.16: Glutamine--fructose-6-phosphate transaminase (isomerizing),0.2869,1540,0.3187,1952
2.6.1.17: Succinyldiaminopimelate transaminase,0.3476,666,0.2954,2731
2.6.1.18: Beta-alanine--pyruvate transaminase,0.2786,1681,0.2482,4837
2.6.1.19: 4-aminobutyrate--2-oxoglutarate transaminase,0.3852,320,0.4459,212
2.6.1.2: Alanine transaminase,0.2455,2206,0.2365,5544
2.6.1.21: D-amino-acid transaminase,0.3452,689,0.2868,3038
2.6.1.22: (S)-3-amino-2-methylpropionate transaminase,0.2454,2207,0.3201,1911
2.6.1.29: Diamine transaminase,0.4752,88,0.4975,93
2.6.1.37: 2-aminoethylphosphonate--pyruvate transaminase,0.2797,1653,0.2448,5038
2.6.1.39: 2-aminoadipate transaminase,0.3401,738,0.2587,4271
2.6.1.42: Branched-chain-amino-acid transaminase,0.2191,2480,0.2048,7659
2.6.1.44: Alanine--glyoxylate transaminase,0.3894,304,0.3203,1905
2.6.1.45: Serine--glyoxylate transaminase,0.3403,732,0.3086,2257
2.6.1.48: 5-aminovalerate transaminase,0.3077,1181,0.2565,4391
2.6.1.5: Tyrosine transaminase,0.3052,1234,0.3298,1652
2.6.1.50: Glutamine--scyllo-inositol transaminase,0.3074,1186,0.3049,2396
2.6.1.51: Serine--pyruvate transaminase,0.2734,1771,0.242,5198
2.6.1.52: Phosphoserine transaminase,0.3841,326,0.5346,45
2.6.1.53: Transferred entry: 1.4.1.13,0.2296,2392,0.2571,4362
2.6.1.57: Aromatic-amino-acid transaminase,0.3147,1033,0.3864,515
2.6.1.59: dTDP-4-amino-4,6-dideoxygalactose transaminase,0.2381,2307,0.306,2351
2.6.1.62: Adenosylmethionine--8-amino-7-oxononanoate transaminase,0.2307,2380,0.2884,2971
2.6.1.66: Valine--pyruvate transaminase,0.2748,1746,0.3577,955
2.6.1.7: Kynurenine--oxoglutarate transaminase,0.3359,790,0.2752,3524
2.6.1.76: Diaminobutyrate--2-oxoglutarate transaminase,0.3894,305,0.3486,1213
2.6.1.77: Taurine--pyruvate aminotransferase,0.3599,470,0.2662,3907
2.6.1.81: Succinylornithine transaminase,0.221,2464,0.2942,2762
2.6.1.82: Putrescine aminotransferase,0.316,1019,0.3359,1495
2.6.1.83: LL-diaminopimelate aminotransferase,0.3368,779,0.4758,137
2.6.1.84: Arginine--pyruvate transaminase,0.2588,2041,0.2166,6827
2.6.1.85: Aminodeoxychorismate synthase,0.2329,2359,0.2632,4052
2.6.1.87: UDP-4-amino-4-deoxy-L-arabinose aminotransferase,0.2401,2274,0.3498,1188
2.6.1.88: Methionine transaminase,0.2278,2415,0.279,3369
2.6.1.9: Histidinol-phosphate transaminase,0.258,2053,0.3746,634
2.6.1.92: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase,0.2119,2530,0.256,4432
2.6.99.2: Pyridoxine 5'-phosphate synthase,0.3432,708,0.3638,788
2.7.1.1: Hexokinase,0.4197,197,0.3283,1707
2.7.1.100: S-methyl-5-thioribose kinase,0.2798,1652,0.2546,4508
2.7.1.105: 6-phosphofructo-2-kinase,0.3072,1190,0.2698,3753
2.7.1.107: Diacylglycerol kinase (ATP),0.2407,2267,0.2276,6107
2.7.1.108: Dolichol kinase,0.3135,1084,0.3541,1068
2.7.1.11: 6-phosphofructokinase,0.205,2564,0.2842,3138
2.7.1.112: Transferred entry: 2.7.10.1 and 2.7.10.2,0.2547,2086,0.3013,2498
2.7.1.113: Deoxyguanosine kinase,0.3699,392,0.314,2096
2.7.1.12: Gluconokinase,0.227,2422,0.3156,2046
2.7.1.121: Phosphoenolpyruvate--glycerone phosphotransferase,0.3011,1308,0.3193,1934
2.7.1.13: Dehydrogluconokinase,0.2296,2393,0.2571,4363
2.7.1.130: Tetraacyldisaccharide 4'-kinase,0.2849,1574,0.2985,2629
2.7.1.137: Phosphatidylinositol 3-kinase,0.3135,1085,0.3541,1069
2.7.1.144: Tagatose-6-phosphate kinase,0.2182,2485,0.2091,7383
2.7.1.145: Deoxynucleoside kinase,0.2932,1432,0.246,4967
2.7.1.148: 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.2287,2404,0.3339,1550
2.7.1.15: Ribokinase,0.3451,692,0.2787,3378
2.7.1.151: Inositol-polyphosphate multikinase,0.2645,1933,0.3092,2232
2.7.1.153: Phosphatidylinositol-4,5-bisphosphate 3-kinase,0.2276,2417,0.2934,2796
2.7.1.156: Adenosylcobinamide kinase,0.2545,2088,0.2188,6675
2.7.1.158: Inositol-pentakisphosphate 2-kinase,0.3135,1086,0.3541,1070
2.7.1.16: Ribulokinase,0.261,2006,0.2534,4570
2.7.1.160: 2'-phosphotransferase,0.3135,1087,0.3541,1071
2.7.1.161: CTP-dependent riboflavin kinase,0.3682,407,0.3327,1586
2.7.1.162: N-acetylhexosamine 1-kinase,0.2639,1946,0.3207,1896
2.7.1.165: Glycerate 2-kinase,0.2406,2268,0.3574,966
2.7.1.166: 3-deoxy-D-manno-octulosonic acid kinase,0.4091,235,0.4535,187
2.7.1.17: Xylulokinase,0.2193,2477,0.2321,5799
2.7.1.170: Anhydro-N-acetylmuramic acid kinase,0.2627,1972,0.2641,4007
2.7.1.174: Diacylglycerol kinase (CTP),0.2645,1934,0.3092,2233
2.7.1.176: UDP-N-acetylglucosamine kinase,0.2861,1556,0.3213,1884
2.7.1.180: FAD:protein FMN transferase,0.3005,1321,0.3843,537
2.7.1.184: Sulfofructose kinase,0.2315,2369,0.2875,3011
2.7.1.19: Phosphoribulokinase,0.2498,2150,0.3393,1411
2.7.1.2: Glucokinase,0.2468,2193,0.2424,5177
2.7.1.20: Adenosine kinase,0.358,503,0.3595,918
2.7.1.21: Thymidine kinase,0.316,1020,0.3172,1997
2.7.1.22: Ribosylnicotinamide kinase,0.3096,1155,0.3324,1592
2.7.1.23: NAD(+) kinase,0.2132,2521,0.2865,3045
2.7.1.24: Dephospho-CoA kinase,0.2639,1947,0.3396,1400
2.7.1.25: Adenylyl-sulfate kinase,0.2657,1914,0.2642,3999
2.7.1.26: Riboflavin kinase,0.2746,1747,0.2901,2913
2.7.1.27: Erythritol kinase,0.5113,51,0.426,274
2.7.1.28: Triokinase,0.3541,608,0.3634,813
2.7.1.29: Glycerone kinase,0.2784,1687,0.3056,2368
2.7.1.30: Glycerol kinase,0.206,2563,0.2334,5720
2.7.1.31: Glycerate 3-kinase,0.2825,1601,0.2353,5611
2.7.1.32: Choline kinase,0.3335,814,0.3006,2529
2.7.1.33: Pantothenate kinase,0.258,2052,0.2946,2753
2.7.1.35: Pyridoxal kinase,0.2442,2219,0.2913,2865
2.7.1.36: Mevalonate kinase,0.3072,1191,0.2562,4412
2.7.1.39: Homoserine kinase,0.2905,1478,0.2422,5188
2.7.1.4: Fructokinase,0.2113,2534,0.2524,4626
2.7.1.40: Pyruvate kinase,0.2331,2353,0.3122,2144
2.7.1.45: 2-dehydro-3-deoxygluconokinase,0.2895,1494,0.29,2918
2.7.1.47: D-ribulokinase,0.304,1251,0.3065,2333
2.7.1.48: Uridine kinase,0.2746,1748,0.3097,2209
2.7.1.49: Hydroxymethylpyrimidine kinase,0.24,2276,0.244,5096
2.7.1.5: Rhamnulokinase,0.241,2262,0.2585,4288
2.7.1.50: Hydroxyethylthiazole kinase,0.2336,2348,0.2739,3586
2.7.1.51: L-fuculokinase,0.383,330,0.3498,1189
2.7.1.52: Fucokinase,0.2692,1839,0.2162,6861
2.7.1.53: L-xylulokinase,0.2999,1328,0.2644,3988
2.7.1.55: Allose kinase,0.394,289,0.36,894
2.7.1.56: 1-phosphofructokinase,0.3046,1243,0.3334,1565
2.7.1.58: 2-dehydro-3-deoxygalactonokinase,0.2469,2190,0.3322,1598
2.7.1.59: N-acetylglucosamine kinase,0.2331,2355,0.335,1517
2.7.1.6: Galactokinase,0.2571,2062,0.2723,3652
2.7.1.60: N-acylmannosamine kinase,0.308,1173,0.2386,5397
2.7.1.63: Polyphosphate--glucose phosphotransferase,0.2846,1578,0.2502,4723
2.7.1.66: Undecaprenol kinase,0.409,236,0.4908,106
2.7.1.67: 1-phosphatidylinositol 4-kinase,0.3543,604,0.364,782
2.7.1.68: 1-phosphatidylinositol-4-phosphate 5-kinase,0.2811,1627,0.3415,1356
2.7.1.69: Protein-N(pi)-phosphohistidine--sugar phosphotransferase,0.4189,204,0.4681,153
2.7.1.7: Mannokinase,0.2478,2179,0.1871,8917
2.7.1.71: Shikimate kinase,0.2146,2516,0.2816,3263
2.7.1.73: Inosine kinase,0.234,2344,0.321,1889
2.7.1.74: Deoxycytidine kinase,0.2947,1408,0.293,2816
2.7.1.76: Deoxyadenosine kinase,0.3231,928,0.3381,1440
2.7.1.78: Polynucleotide 5'-hydroxyl-kinase,0.2394,2285,0.2174,6767
2.7.1.82: Ethanolamine kinase,0.3559,575,0.3637,793
2.7.1.83: Pseudouridine kinase,0.2237,2449,0.3612,869
2.7.1.85: Beta-glucoside kinase,0.2392,2295,0.288,2988
